image_id,split,label,coverage
Normal-2497,train,Normal,0.3419164540816326
Normal-1115,train,Normal,0.18281648596938777
Normal-8718,train,Normal,0.24681122448979592
Normal-9586,val,Normal,0.20543686224489796
Normal-9722,test,Normal,0.23877949617346939
Normal-6680,test,Normal,0.16856664540816327
Normal-2160,train,Normal,0.26034359056122447
Normal-4190,train,Normal,0.2959582270408163
Normal-5414,train,Normal,0.3084343112244898
Normal-4077,test,Normal,0.29366629464285715
Normal-4994,val,Normal,0.13819355867346939
Normal-7396,train,Normal,0.20362324617346939
Normal-2876,train,Normal,0.36654974489795916
Normal-94,val,Normal,0.12478077168367346
Normal-3771,train,Normal,0.2889030612244898
Normal-663,test,Normal,0.2684948979591837
Normal-9742,train,Normal,0.28318319515306123
Normal-8067,train,Normal,0.24435985331632654
Normal-10110,train,Normal,0.26028380102040816
Normal-2967,val,Normal,0.32376036352040816
Normal-8289,train,Normal,0.2626355229591837
Normal-7723,train,Normal,0.3646962691326531
Normal-434,train,Normal,0.2536471619897959
Normal-7059,train,Normal,0.33450255102040816
Normal-139,train,Normal,0.17412707270408162
Normal-8617,train,Normal,0.19108737244897958
Normal-5177,val,Normal,0.21338887117346939
Normal-10187,train,Normal,0.3081154336734694
Normal-249,train,Normal,0.23130580357142858
Normal-6154,train,Normal,0.2334781568877551
Normal-9554,train,Normal,0.2147640306122449
Normal-3170,train,Normal,0.28164859693877553
Normal-3973,train,Normal,0.3250757334183674
Normal-6150,train,Normal,0.2382214604591837
Normal-8271,train,Normal,0.29384566326530615
Normal-9039,train,Normal,0.3247568558673469
Normal-405,train,Normal,0.18891501913265307
Normal-2558,train,Normal,0.31766183035714285
Normal-5444,val,Normal,0.20842633928571427
Normal-3998,train,Normal,0.24922273596938777
Normal-3705,train,Normal,0.1742267219387755
Normal-6947,test,Normal,0.22512755102040816
Normal-4239,train,Normal,0.24655213647959184
Normal-2567,train,Normal,0.31253985969387754
Normal-5340,train,Normal,0.30472735969387754
Normal-4498,test,Normal,0.2232940051020408
Normal-2508,train,Normal,0.25986527423469385
Normal-7795,test,Normal,0.29380580357142855
Normal-6720,test,Normal,0.3034717793367347
Normal-1949,train,Normal,0.24639269770408162
Normal-9922,train,Normal,0.28908242984693877
Normal-6363,train,Normal,0.21805245535714285
Normal-9203,train,Normal,0.2580516581632653
Normal-1692,train,Normal,0.27608816964285715
Normal-9961,test,Normal,0.3353993941326531
Normal-7869,test,Normal,0.31399473852040816
Normal-1153,train,Normal,0.19200414540816327
Normal-3992,train,Normal,0.21540178571428573
Normal-10007,test,Normal,0.3446069834183674
Normal-5972,test,Normal,0.1853874362244898
Normal-4639,train,Normal,0.2264827806122449
Normal-3885,val,Normal,0.2415497448979592
Normal-2811,train,Normal,0.38671875
Normal-6890,train,Normal,0.25679607780612246
Normal-4591,test,Normal,0.22197863520408162
Normal-6305,train,Normal,0.2352917729591837
Normal-2349,train,Normal,0.20992107780612246
Normal-1899,train,Normal,0.14638472576530612
Normal-786,train,Normal,0.1941764987244898
Normal-4139,train,Normal,0.23427535076530612
Normal-5301,train,Normal,0.21243223852040816
Normal-3800,train,Normal,0.35371492346938777
Normal-6418,train,Normal,0.24071269132653061
Normal-3061,train,Normal,0.1839325573979592
Normal-7967,train,Normal,0.2975924744897959
Normal-9051,train,Normal,0.24435985331632654
Normal-7800,val,Normal,0.2979113520408163
Normal-5816,train,Normal,0.26347257653061223
Normal-8189,train,Normal,0.2271404655612245
Normal-6211,train,Normal,0.3178810586734694
Normal-5322,val,Normal,0.3874362244897959
Normal-4542,train,Normal,0.18991151147959184
Normal-7180,train,Normal,0.1908282844387755
Normal-9777,train,Normal,0.18821747448979592
Normal-6881,train,Normal,0.28413982780612246
Normal-1359,train,Normal,0.21320950255102042
Normal-3514,train,Normal,0.20950255102040816
Normal-6369,test,Normal,0.2689732142857143
Normal-6683,val,Normal,0.24866470025510204
Normal-8063,test,Normal,0.2044403698979592
Normal-7158,train,Normal,0.2957389987244898
Normal-5306,test,Normal,0.23156489158163265
Normal-4098,train,Normal,0.2770248724489796
Normal-7721,train,Normal,0.3488719706632653
Normal-4507,val,Normal,0.26953125
Normal-736,val,Normal,0.28160873724489793
Normal-632,train,Normal,0.25815130739795916
Normal-1804,test,Normal,0.29701450892857145
Normal-991,train,Normal,0.15118781887755103
Normal-4162,val,Normal,0.37599649234693877
Normal-5403,train,Normal,0.35722257653061223
Normal-3141,train,Normal,0.2344547193877551
Normal-10081,train,Normal,0.1781329719387755
Normal-2808,train,Normal,0.2999641262755102
Normal-9506,val,Normal,0.2424266581632653
Normal-9691,test,Normal,0.21223294005102042
Normal-2367,train,Normal,0.30869339923469385
Normal-2634,val,Normal,0.2631935586734694
Normal-6383,train,Normal,0.3185188137755102
Normal-8877,train,Normal,0.22136080994897958
Normal-4933,train,Normal,0.3212890625
Normal-7715,train,Normal,0.32967952806122447
Normal-6639,train,Normal,0.1669124681122449
Normal-9712,train,Normal,0.20870535714285715
Normal-3443,train,Normal,0.20163026147959184
Normal-1975,train,Normal,0.21412627551020408
Normal-1925,train,Normal,0.22887436224489796
Normal-9835,train,Normal,0.2508569834183674
Normal-457,train,Normal,0.2250079719387755
Normal-1379,val,Normal,0.19192442602040816
Normal-10151,val,Normal,0.3276865433673469
Normal-9440,train,Normal,0.3021763392857143
Normal-870,train,Normal,0.26779735331632654
Normal-2999,train,Normal,0.2751315369897959
Normal-4085,train,Normal,0.28768734056122447
Normal-2213,train,Normal,0.24541613520408162
Normal-6827,val,Normal,0.29721380739795916
Normal-3032,train,Normal,0.24037388392857142
Normal-6035,val,Normal,0.36836336096938777
Normal-3336,train,Normal,0.18126195790816327
Normal-9467,train,Normal,0.26181839923469385
Normal-4521,train,Normal,0.2375438456632653
Normal-3534,test,Normal,0.21263153698979592
Normal-7277,train,Normal,0.24435985331632654
Normal-9259,train,Normal,0.2797951211734694
Normal-7249,train,Normal,0.1534000318877551
Normal-57,train,Normal,0.27170360331632654
Normal-4217,train,Normal,0.34769610969387754
Normal-4817,train,Normal,0.2041812818877551
Normal-2396,train,Normal,0.21293048469387754
Normal-3166,train,Normal,0.23190369897959184
Normal-993,train,Normal,0.2083466198979592
Normal-10176,train,Normal,0.262515943877551
Normal-3368,test,Normal,0.23060825892857142
Normal-10134,train,Normal,0.31094547193877553
Normal-7509,train,Normal,0.27114556760204084
Normal-5062,train,Normal,0.21946747448979592
Normal-2281,test,Normal,0.20862563775510204
Normal-2476,train,Normal,0.10911591198979592
Normal-1243,test,Normal,0.2430046237244898
Normal-1201,val,Normal,0.1914859693877551
Normal-8588,train,Normal,0.24404097576530612
Normal-3458,train,Normal,0.21805245535714285
Normal-4209,train,Normal,0.32509566326530615
Normal-6873,train,Normal,0.27584901147959184
Normal-9811,train,Normal,0.14453125
Normal-9544,train,Normal,0.2643893494897959
Normal-9382,train,Normal,0.25779257015306123
Normal-2029,train,Normal,0.2460339604591837
Normal-6186,train,Normal,0.20786830357142858
Normal-8177,test,Normal,0.07340162627551021
Normal-6985,train,Normal,0.31931600765306123
Normal-8386,train,Normal,0.34436782525510207
Normal-2926,train,Normal,0.14939413265306123
Normal-7780,test,Normal,0.17259247448979592
Normal-7397,train,Normal,0.26038345025510207
Normal-2487,test,Normal,0.19567123724489796
Normal-3120,train,Normal,0.27796157525510207
Normal-1443,train,Normal,0.36666932397959184
Normal-3367,train,Normal,0.24988042091836735
Normal-7693,test,Normal,0.31052694515306123
Normal-6661,train,Normal,0.23411591198979592
Normal-9350,test,Normal,0.2735570790816326
Normal-1612,train,Normal,0.2381218112244898
Normal-5513,train,Normal,0.25137515943877553
Normal-467,train,Normal,0.2066326530612245
Normal-6470,train,Normal,0.2806919642857143
Normal-797,train,Normal,0.15302136479591838
Normal-8822,train,Normal,0.3975406568877551
Normal-2740,train,Normal,0.19563137755102042
Normal-5612,test,Normal,0.28256536989795916
Normal-3468,train,Normal,0.18126195790816327
Normal-10078,train,Normal,0.22395169005102042
Normal-7611,test,Normal,0.2499202806122449
Normal-5792,train,Normal,0.2704480229591837
Normal-2542,train,Normal,0.25892857142857145
Normal-1515,train,Normal,0.3042490433673469
Normal-4894,train,Normal,0.26088169642857145
Normal-4304,train,Normal,0.32370057397959184
Normal-7264,train,Normal,0.31816007653061223
Normal-4734,test,Normal,0.20188934948979592
Normal-7668,train,Normal,0.25338807397959184
Normal-1883,train,Normal,0.2833625637755102
Normal-7837,test,Normal,0.26401068239795916
Normal-4668,train,Normal,0.266780931122449
Normal-1056,train,Normal,0.28184789540816324
Normal-5853,train,Normal,0.252132493622449
Normal-1914,train,Normal,0.23036910076530612
Normal-1004,train,Normal,0.16848692602040816
Normal-209,train,Normal,0.22185905612244897
Normal-7335,train,Normal,0.19194435586734693
Normal-4451,train,Normal,0.3491709183673469
Normal-3454,test,Normal,0.24687101403061223
Normal-8194,val,Normal,0.30544483418367346
Normal-3059,train,Normal,0.2649673150510204
Normal-4516,train,Normal,0.1720344387755102
Normal-8184,train,Normal,0.22538663903061223
Normal-1455,train,Normal,0.20966198979591838
Normal-6975,train,Normal,0.3762356505102041
Normal-6901,train,Normal,0.3043885522959184
Normal-4083,train,Normal,0.2750916772959184
Normal-4253,val,Normal,0.2681361607142857
Normal-1712,test,Normal,0.26054288903061223
Normal-8468,train,Normal,0.13865194515306123
Normal-5595,train,Normal,0.1519451530612245
Normal-2717,val,Normal,0.21552136479591838
Normal-685,val,Normal,0.13594148596938777
Normal-1204,train,Normal,0.13683832908163265
Normal-417,train,Normal,0.1669124681122449
Normal-4062,train,Normal,0.22644292091836735
Normal-4384,val,Normal,0.18229830994897958
Normal-4780,test,Normal,0.24170918367346939
Normal-6339,train,Normal,0.1992984693877551
Normal-1233,train,Normal,0.21849091198979592
Normal-2047,train,Normal,0.3291812818877551
Normal-6216,train,Normal,0.19874043367346939
Normal-6086,val,Normal,0.24416055484693877
Normal-2310,train,Normal,0.27951610331632654
Normal-705,train,Normal,0.16932397959183673
Normal-1069,val,Normal,0.21045918367346939
Normal-135,train,Normal,0.17281170280612246
Normal-4924,train,Normal,0.43349410076530615
Normal-6335,train,Normal,0.2780014349489796
Normal-9107,train,Normal,0.25498246173469385
Normal-5835,train,Normal,0.3341438137755102
Normal-7022,train,Normal,0.22813695790816327
Normal-8472,train,Normal,0.24954161352040816
Normal-9984,train,Normal,0.40292171556122447
Normal-5217,train,Normal,0.2689732142857143
Normal-1637,train,Normal,0.35897640306122447
Normal-5142,train,Normal,0.21707589285714285
Normal-9783,train,Normal,0.25075733418367346
Normal-724,val,Normal,0.15202487244897958
Normal-1520,val,Normal,0.24728954081632654
Normal-8641,train,Normal,0.1962093431122449
Normal-3667,val,Normal,0.2821468431122449
Normal-6856,train,Normal,0.18666294642857142
Normal-6293,train,Normal,0.30526546556122447
Normal-6717,train,Normal,0.2563576211734694
Normal-8888,test,Normal,0.27379623724489793
Normal-4951,test,Normal,0.2266422193877551
Normal-411,test,Normal,0.21705596301020408
Normal-6444,train,Normal,0.26688058035714285
Normal-5952,val,Normal,0.2809909119897959
Normal-123,train,Normal,0.14317602040816327
Normal-9237,train,Normal,0.23692602040816327
Normal-3449,train,Normal,0.24587452168367346
Normal-2244,train,Normal,0.3190369897959184
Normal-6489,train,Normal,0.2731385522959184
Normal-1014,val,Normal,0.2385204081632653
Normal-5908,train,Normal,0.25199298469387754
Normal-1525,train,Normal,0.26151945153061223
Normal-9145,train,Normal,0.24802694515306123
Normal-7570,val,Normal,0.1926219706632653
Normal-4272,train,Normal,0.2914341517857143
Normal-10115,train,Normal,0.40232382015306123
Normal-4362,train,Normal,0.2301299426020408
Normal-4976,val,Normal,0.3169044961734694
Normal-5302,val,Normal,0.27266023596938777
Normal-604,val,Normal,0.15652901785714285
Normal-6199,train,Normal,0.3584781568877551
Normal-4200,val,Normal,0.24439971301020408
Normal-1402,val,Normal,0.14783960459183673
Normal-5626,val,Normal,0.2321827168367347
Normal-7366,train,Normal,0.3465202487244898
Normal-2073,test,Normal,0.2433235012755102
Normal-5457,train,Normal,0.28125
Normal-2350,val,Normal,0.20406170280612246
Normal-7273,train,Normal,0.34998804209183676
Normal-162,val,Normal,0.2308075573979592
Normal-9104,train,Normal,0.2481265943877551
Normal-1208,train,Normal,0.1838329081632653
Normal-9426,train,Normal,0.2628148915816326
Normal-9370,train,Normal,0.2983498086734694
Normal-5651,train,Normal,0.22405133928571427
Normal-4128,test,Normal,0.26038345025510207
Normal-6815,test,Normal,0.2642099808673469
Normal-8801,test,Normal,0.20021524234693877
Normal-5854,train,Normal,0.29065688775510207
Normal-10040,val,Normal,0.15310108418367346
Normal-5321,val,Normal,0.29007892219387754
Normal-6135,train,Normal,0.23947704081632654
Normal-1711,train,Normal,0.19499362244897958
Normal-5210,train,Normal,0.1495735012755102
Normal-4019,val,Normal,0.25131536989795916
Normal-1080,train,Normal,0.16539779974489796
Normal-2135,train,Normal,0.2464923469387755
Normal-89,val,Normal,0.2352718431122449
Normal-2575,train,Normal,0.262874681122449
Normal-1762,val,Normal,0.34207589285714285
Normal-8844,train,Normal,0.2177734375
Normal-9441,train,Normal,0.29629703443877553
Normal-4205,val,Normal,0.19046954719387754
Normal-3793,val,Normal,0.17044005102040816
Normal-9451,train,Normal,0.25131536989795916
Normal-1042,test,Normal,0.34897161989795916
Normal-1577,train,Normal,0.15359933035714285
Normal-3748,val,Normal,0.29358657525510207
Normal-5909,train,Normal,0.2575733418367347
Normal-8274,train,Normal,0.29709422831632654
Normal-7853,train,Normal,0.22411112882653061
Normal-1255,train,Normal,0.21303013392857142
Normal-3539,train,Normal,0.22080277423469388
Normal-3921,val,Normal,0.16930404974489796
Normal-868,train,Normal,0.26426977040816324
Normal-4755,train,Normal,0.291812818877551
Normal-10129,train,Normal,0.29360650510204084
Normal-3206,test,Normal,0.19579081632653061
Normal-6490,train,Normal,0.30032286352040816
Normal-2002,train,Normal,0.2637914540816326
Normal-1250,train,Normal,0.21245216836734693
Normal-8227,train,Normal,0.2409717793367347
Normal-6897,train,Normal,0.24111128826530612
Normal-10185,test,Normal,0.24802694515306123
Normal-5673,train,Normal,0.23871970663265307
Normal-5207,train,Normal,0.22560586734693877
Normal-8353,train,Normal,0.23357780612244897
Normal-5773,test,Normal,0.2565369897959184
Normal-657,train,Normal,0.17647879464285715
Normal-5810,val,Normal,0.2509765625
Normal-2012,train,Normal,0.24246651785714285
Normal-2659,train,Normal,0.3034119897959184
Normal-2517,train,Normal,0.28762755102040816
Normal-1670,train,Normal,0.2801538584183674
Normal-5181,test,Normal,0.2184111926020408
Normal-8960,test,Normal,0.26735889668367346
Normal-7343,train,Normal,0.22267617984693877
Normal-3129,train,Normal,0.2946029974489796
Normal-1110,val,Normal,0.22773836096938777
Normal-9972,train,Normal,0.3132174744897959
Normal-4044,train,Normal,0.2403938137755102
Normal-2098,val,Normal,0.3469387755102041
Normal-798,train,Normal,0.29994419642857145
Normal-7326,train,Normal,0.25685586734693877
Normal-1299,val,Normal,0.24912308673469388
Normal-3791,train,Normal,0.2505580357142857
Normal-322,train,Normal,0.2351921237244898
Normal-8026,train,Normal,0.2595065369897959
Normal-6340,train,Normal,0.2323620854591837
Normal-2807,train,Normal,0.30002391581632654
Normal-4307,val,Normal,0.2544642857142857
Normal-8347,val,Normal,0.30644132653061223
Normal-6659,train,Normal,0.2005341198979592
Normal-7890,val,Normal,0.34371014030612246
Normal-8781,train,Normal,0.20707110969387754
Normal-3042,test,Normal,0.33083545918367346
Normal-5919,train,Normal,0.27883848852040816
Normal-8210,train,Normal,0.2372249681122449
Normal-4834,train,Normal,0.17893016581632654
Normal-7740,train,Normal,0.18510841836734693
Normal-9465,train,Normal,0.28495695153061223
Normal-5227,train,Normal,0.29653619260204084
Normal-8237,test,Normal,0.25312898596938777
Normal-8770,train,Normal,0.24573501275510204
Normal-4420,train,Normal,0.20045440051020408
Normal-8366,val,Normal,0.18401227678571427
Normal-7692,test,Normal,0.2684351084183674
Normal-3858,train,Normal,0.20212850765306123
Normal-3671,test,Normal,0.2692920918367347
Normal-3637,train,Normal,0.2624362244897959
Normal-1185,test,Normal,0.2952208227040816
Normal-4692,train,Normal,0.338069993622449
Normal-7625,train,Normal,0.3378109056122449
Normal-814,test,Normal,0.29880819515306123
Normal-8243,train,Normal,0.21825175382653061
Normal-9756,test,Normal,0.35690369897959184
Normal-6384,test,Normal,0.29330755739795916
Normal-6978,train,Normal,0.30644132653061223
Normal-7079,train,Normal,0.24800701530612246
Normal-6943,train,Normal,0.2434032206632653
Normal-2692,train,Normal,0.1962093431122449
Normal-8632,train,Normal,0.32033242984693877
Normal-6016,val,Normal,0.2653061224489796
Normal-3272,train,Normal,0.29771205357142855
Normal-8226,train,Normal,0.20143096301020408
Normal-4207,train,Normal,0.22977120535714285
Normal-1954,train,Normal,0.1981624681122449
Normal-8334,train,Normal,0.24021444515306123
Normal-5985,train,Normal,0.2785794005102041
Normal-3280,train,Normal,0.2529894770408163
Normal-4592,val,Normal,0.21047911352040816
Normal-4410,train,Normal,0.2822265625
Normal-5346,train,Normal,0.2334781568877551
Normal-7409,train,Normal,0.37442203443877553
Normal-2284,val,Normal,0.3053651147959184
Normal-5902,train,Normal,0.2840601084183674
Normal-7449,train,Normal,0.28162866709183676
Normal-9940,train,Normal,0.22682158801020408
Normal-5597,train,Normal,0.31969467474489793
Normal-6894,test,Normal,0.28515625
Normal-8665,train,Normal,0.26809630102040816
Normal-7955,train,Normal,0.23427535076530612
Normal-8969,train,Normal,0.19477439413265307
Normal-6173,train,Normal,0.31289859693877553
Normal-8197,train,Normal,0.23493303571428573
Normal-9784,val,Normal,0.2592075892857143
Normal-9384,train,Normal,0.25233179209183676
Normal-268,test,Normal,0.18987165178571427
Normal-2732,train,Normal,0.266780931122449
Normal-9186,train,Normal,0.28158880739795916
Normal-5574,train,Normal,0.2198860012755102
Normal-8705,train,Normal,0.23748405612244897
Normal-803,train,Normal,0.21733498086734693
Normal-4515,train,Normal,0.22568558673469388
Normal-9258,test,Normal,0.2144451530612245
Normal-6155,train,Normal,0.3719905931122449
Normal-6551,train,Normal,0.294124681122449
Normal-6258,train,Normal,0.28160873724489793
Normal-124,test,Normal,0.17532286352040816
Normal-9260,test,Normal,0.36503507653061223
Normal-2021,train,Normal,0.3353794642857143
Normal-2431,test,Normal,0.22801737882653061
Normal-1037,train,Normal,0.2743343431122449
Normal-5047,train,Normal,0.21641820790816327
Normal-1570,train,Normal,0.23005022321428573
Normal-300,val,Normal,0.16256776147959184
Normal-8174,train,Normal,0.2809311224489796
Normal-8813,train,Normal,0.291812818877551
Normal-9099,train,Normal,0.18712133290816327
Normal-4837,test,Normal,0.17604033801020408
Normal-5373,train,Normal,0.3029735331632653
Normal-4730,train,Normal,0.2855747767857143
Normal-6469,train,Normal,0.23028938137755103
Normal-4076,test,Normal,0.36226482780612246
Normal-4918,train,Normal,0.2602040816326531
Normal-5037,train,Normal,0.2642299107142857
Normal-9563,test,Normal,0.21829161352040816
Normal-5551,train,Normal,0.2254264987244898
Normal-5204,train,Normal,0.12854751275510204
Normal-3650,val,Normal,0.23405612244897958
Normal-4940,train,Normal,0.3069595025510204
Normal-5987,train,Normal,0.41587611607142855
Normal-9151,train,Normal,0.19096779336734693
Normal-8465,train,Normal,0.16942362882653061
Normal-8381,train,Normal,0.31443319515306123
Normal-10107,train,Normal,0.317562181122449
Normal-7532,train,Normal,0.3127590880102041
Normal-4895,train,Normal,0.2697704081632653
Normal-4786,train,Normal,0.20091278698979592
Normal-3779,test,Normal,0.2504185267857143
Normal-5272,train,Normal,0.22409119897959184
Normal-8252,test,Normal,0.24459901147959184
Normal-7730,train,Normal,0.20161033163265307
Normal-7744,train,Normal,0.2802136479591837
Normal-6075,train,Normal,0.2875279017857143
Normal-4188,train,Normal,0.29336734693877553
Normal-6030,train,Normal,0.2626355229591837
Normal-8737,train,Normal,0.35909598214285715
Normal-9407,train,Normal,0.2989875637755102
Normal-5116,train,Normal,0.25273038903061223
Normal-4350,train,Normal,0.22642299107142858
Normal-1727,train,Normal,0.3185985331632653
Normal-9477,test,Normal,0.27810108418367346
Normal-4536,train,Normal,0.10981345663265306
Normal-8508,train,Normal,0.24768813775510204
Normal-4680,train,Normal,0.16671316964285715
Normal-494,train,Normal,0.12322624362244898
Normal-8365,train,Normal,0.2784000318877551
Normal-5603,train,Normal,0.25107621173469385
Normal-8937,train,Normal,0.22773836096938777
Normal-4984,val,Normal,0.22947225765306123
Normal-2551,train,Normal,0.29978475765306123
Normal-230,train,Normal,0.1477997448979592
Normal-2220,val,Normal,0.17372847576530612
Normal-5393,train,Normal,0.3040098852040816
Normal-9672,train,Normal,0.16826769770408162
Normal-8932,train,Normal,0.26132015306122447
Normal-8928,train,Normal,0.2771045918367347
Normal-7342,train,Normal,0.2969547193877551
Normal-4794,train,Normal,0.3264309630102041
Normal-2336,train,Normal,0.1781329719387755
Normal-422,test,Normal,0.18620455994897958
Normal-1033,val,Normal,0.29747289540816324
Normal-8124,train,Normal,0.23014987244897958
Normal-2802,train,Normal,0.33876753826530615
Normal-1118,train,Normal,0.21530213647959184
Normal-559,test,Normal,0.16800860969387754
Normal-9607,test,Normal,0.24232700892857142
Normal-7771,train,Normal,0.14337531887755103
Normal-1419,test,Normal,0.2707669005102041
Normal-3764,train,Normal,0.244140625
Normal-4719,train,Normal,0.28573421556122447
Normal-8264,val,Normal,0.2704280931122449
Normal-7485,val,Normal,0.3032724808673469
Normal-4649,train,Normal,0.2827646683673469
Normal-7799,train,Normal,0.3059231505102041
Normal-5385,train,Normal,0.30209661989795916
Normal-3538,train,Normal,0.19610969387755103
Normal-6083,train,Normal,0.2641701211734694
Normal-8802,train,Normal,0.27403539540816324
Normal-6654,val,Normal,0.3093311543367347
Normal-8679,train,Normal,0.2300701530612245
Normal-3017,train,Normal,0.2538464604591837
Normal-4687,train,Normal,0.2899194834183674
Normal-4637,train,Normal,0.24834582270408162
Normal-4802,test,Normal,0.16768973214285715
Normal-750,test,Normal,0.1536591198979592
Normal-2882,val,Normal,0.18122209821428573
Normal-824,train,Normal,0.2322624362244898
Normal-3911,train,Normal,0.28623246173469385
Normal-3513,train,Normal,0.29944595025510207
Normal-6955,train,Normal,0.22327407525510204
Normal-9830,val,Normal,0.20721061862244897
Normal-952,val,Normal,0.12950414540816327
Normal-4264,train,Normal,0.31760204081632654
Normal-9069,train,Normal,0.32581313775510207
Normal-1901,val,Normal,0.15401785714285715
Normal-9823,train,Normal,0.1950733418367347
Normal-430,train,Normal,0.18865593112244897
Normal-4892,train,Normal,0.18323501275510204
Normal-2344,train,Normal,0.27479272959183676
Normal-7918,val,Normal,0.282405931122449
Normal-752,train,Normal,0.23702566964285715
Normal-4063,val,Normal,0.2624561543367347
Normal-122,train,Normal,0.1776546556122449
Normal-6399,val,Normal,0.23176419005102042
Normal-5043,test,Normal,0.18584582270408162
Normal-5686,train,Normal,0.27248086734693877
Normal-5451,train,Normal,0.17044005102040816
Normal-8830,train,Normal,0.27830038265306123
Normal-9355,train,Normal,0.24621332908163265
Normal-961,train,Normal,0.19407684948979592
Normal-6539,train,Normal,0.2743542729591837
Normal-1854,train,Normal,0.16476004464285715
Normal-6310,train,Normal,0.27774234693877553
Normal-7183,val,Normal,0.19854113520408162
Normal-4789,test,Normal,0.20372289540816327
Normal-1714,train,Normal,0.20818718112244897
Normal-2794,test,Normal,0.20521763392857142
Normal-664,train,Normal,0.1436344068877551
Normal-3210,train,Normal,0.2735172193877551
Normal-7076,val,Normal,0.36096938775510207
Normal-6608,test,Normal,0.26175860969387754
Normal-8064,val,Normal,0.273616868622449
Normal-205,val,Normal,0.2043407206632653
Normal-9434,train,Normal,0.3051857461734694
Normal-3947,train,Normal,0.19947783801020408
Normal-10101,train,Normal,0.28384088010204084
Normal-7513,train,Normal,0.24742904974489796
Normal-4269,train,Normal,0.27266023596938777
Normal-606,train,Normal,0.20280612244897958
Normal-2422,train,Normal,0.3528380102040816
Normal-253,test,Normal,0.17821269132653061
Normal-451,val,Normal,0.2522122130102041
Normal-2403,val,Normal,0.25033880739795916
Normal-8686,val,Normal,0.24328364158163265
Normal-7591,train,Normal,0.40732621173469385
Normal-4173,train,Normal,0.29470264668367346
Normal-8208,train,Normal,0.28665098852040816
Normal-9820,train,Normal,0.28750797193877553
Normal-6177,train,Normal,0.35018734056122447
Normal-6472,test,Normal,0.2665218431122449
Normal-2164,train,Normal,0.25418526785714285
Normal-8133,train,Normal,0.240234375
Normal-3760,train,Normal,0.24525669642857142
Normal-196,train,Normal,0.18345424107142858
Normal-3521,train,Normal,0.392578125
Normal-7269,train,Normal,0.284359056122449
Normal-1541,train,Normal,0.2281768176020408
Normal-1672,train,Normal,0.23020966198979592
Normal-6087,train,Normal,0.29360650510204084
Normal-7678,train,Normal,0.2930285395408163
Normal-3291,train,Normal,0.3973413584183674
Normal-1252,test,Normal,0.20178970025510204
Normal-7845,train,Normal,0.2116749043367347
Normal-2061,test,Normal,0.19090800382653061
Normal-4495,test,Normal,0.23903858418367346
Normal-1897,train,Normal,0.24435985331632654
Normal-6528,val,Normal,0.23973612882653061
Normal-3386,val,Normal,0.31911670918367346
Normal-4821,train,Normal,0.40407764668367346
Normal-9137,train,Normal,0.25119579081632654
Normal-9831,test,Normal,0.30570392219387754
Normal-5487,train,Normal,0.2605827487244898
Normal-756,test,Normal,0.1943359375
Normal-7855,train,Normal,0.18415178571428573
Normal-4294,train,Normal,0.20286591198979592
Normal-2490,train,Normal,0.33199139030612246
Normal-439,test,Normal,0.20424107142857142
Normal-8880,train,Normal,0.25743383290816324
Normal-789,train,Normal,0.21904894770408162
Normal-1629,train,Normal,0.22939253826530612
Normal-8691,train,Normal,0.11734693877551021
Normal-1801,train,Normal,0.30171795280612246
Normal-3821,train,Normal,0.1884167729591837
Normal-1562,test,Normal,0.30301339285714285
Normal-1816,train,Normal,0.17317044005102042
Normal-6809,train,Normal,0.20746970663265307
Normal-7836,train,Normal,0.35311702806122447
Normal-8383,train,Normal,0.23034917091836735
Normal-412,train,Normal,0.1428172831632653
Normal-8447,val,Normal,0.23668686224489796
Normal-5148,test,Normal,0.25779257015306123
Normal-496,test,Normal,0.12179129464285714
Normal-10079,train,Normal,0.24073262117346939
Normal-88,train,Normal,0.14333545918367346
Normal-3569,train,Normal,0.23082748724489796
Normal-5535,train,Normal,0.2109375
Normal-143,val,Normal,0.11886160714285714
Normal-6239,train,Normal,0.3312141262755102
Normal-2543,test,Normal,0.24744897959183673
Normal-555,test,Normal,0.20750956632653061
Normal-31,train,Normal,0.3095105229591837
Normal-10098,test,Normal,0.31724330357142855
Normal-1157,val,Normal,0.2283561862244898
Normal-2632,train,Normal,0.24248644770408162
Normal-3795,train,Normal,0.20155054209183673
Normal-1263,train,Normal,0.1856265943877551
Normal-7175,train,Normal,0.14032605229591838
Normal-5,val,Normal,0.2780612244897959
Normal-4738,train,Normal,0.25759327168367346
Normal-7211,val,Normal,0.30343191964285715
Normal-2621,train,Normal,0.2758290816326531
Normal-6074,train,Normal,0.3413185586734694
Normal-4623,train,Normal,0.21111686862244897
Normal-7993,val,Normal,0.4346898915816326
Normal-3489,train,Normal,0.2443797831632653
Normal-5769,test,Normal,0.24958147321428573
Normal-6445,train,Normal,0.20400191326530612
Normal-1868,train,Normal,0.25380660076530615
Normal-10020,train,Normal,0.24439971301020408
Normal-6037,train,Normal,0.31873804209183676
Normal-2907,train,Normal,0.2071109693877551
Normal-6545,train,Normal,0.1853077168367347
Normal-1856,test,Normal,0.3076769770408163
Normal-1214,test,Normal,0.2401546556122449
Normal-5495,val,Normal,0.22295519770408162
Normal-10062,train,Normal,0.22419084821428573
Normal-3354,val,Normal,0.24320392219387754
Normal-8907,val,Normal,0.30751753826530615
Normal-1174,train,Normal,0.21727519132653061
